"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","1999-11","Nov-1999","PC","Percentage","0","Units",,,7.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","1999-12","Dec-1999","PC","Percentage","0","Units",,,7.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-01","Jan-2000","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-02","Feb-2000","PC","Percentage","0","Units",,,7.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-03","Mar-2000","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-04","Apr-2000","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-05","May-2000","PC","Percentage","0","Units",,,6.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-06","Jun-2000","PC","Percentage","0","Units",,,6.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-07","Jul-2000","PC","Percentage","0","Units",,,6.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-08","Aug-2000","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-09","Sep-2000","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-10","Oct-2000","PC","Percentage","0","Units",,,6.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-11","Nov-2000","PC","Percentage","0","Units",,,6.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2000-12","Dec-2000","PC","Percentage","0","Units",,,6.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-01","Jan-2001","PC","Percentage","0","Units",,,6.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-02","Feb-2001","PC","Percentage","0","Units",,,6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-03","Mar-2001","PC","Percentage","0","Units",,,6.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-04","Apr-2001","PC","Percentage","0","Units",,,6.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-05","May-2001","PC","Percentage","0","Units",,,6.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-06","Jun-2001","PC","Percentage","0","Units",,,6.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-07","Jul-2001","PC","Percentage","0","Units",,,6.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-08","Aug-2001","PC","Percentage","0","Units",,,6.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-09","Sep-2001","PC","Percentage","0","Units",,,6.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-10","Oct-2001","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-11","Nov-2001","PC","Percentage","0","Units",,,7.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2001-12","Dec-2001","PC","Percentage","0","Units",,,7.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-01","Jan-2002","PC","Percentage","0","Units",,,7.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-02","Feb-2002","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-03","Mar-2002","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-04","Apr-2002","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-05","May-2002","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-06","Jun-2002","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-07","Jul-2002","PC","Percentage","0","Units",,,7.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-08","Aug-2002","PC","Percentage","0","Units",,,7.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-09","Sep-2002","PC","Percentage","0","Units",,,7.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-10","Oct-2002","PC","Percentage","0","Units",,,7.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-11","Nov-2002","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2002-12","Dec-2002","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-01","Jan-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-02","Feb-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-03","Mar-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-04","Apr-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-05","May-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-06","Jun-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-07","Jul-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-08","Aug-2003","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-09","Sep-2003","PC","Percentage","0","Units",,,8.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-10","Oct-2003","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-11","Nov-2003","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2003-12","Dec-2003","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-01","Jan-2004","PC","Percentage","0","Units",,,8.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-02","Feb-2004","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-03","Mar-2004","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-04","Apr-2004","PC","Percentage","0","Units",,,7.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-05","May-2004","PC","Percentage","0","Units",,,7.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-06","Jun-2004","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-07","Jul-2004","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-08","Aug-2004","PC","Percentage","0","Units",,,9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-09","Sep-2004","PC","Percentage","0","Units",,,9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-10","Oct-2004","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-11","Nov-2004","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2004-12","Dec-2004","PC","Percentage","0","Units",,,8.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-01","Jan-2005","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-02","Feb-2005","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-03","Mar-2005","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-04","Apr-2005","PC","Percentage","0","Units",,,8.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-05","May-2005","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-06","Jun-2005","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-07","Jul-2005","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-08","Aug-2005","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-09","Sep-2005","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-10","Oct-2005","PC","Percentage","0","Units",,,8.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-11","Nov-2005","PC","Percentage","0","Units",,,8.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2005-12","Dec-2005","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-01","Jan-2006","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-02","Feb-2006","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-03","Mar-2006","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-04","Apr-2006","PC","Percentage","0","Units",,,8.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-05","May-2006","PC","Percentage","0","Units",,,8.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-06","Jun-2006","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-07","Jul-2006","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-08","Aug-2006","PC","Percentage","0","Units",,,7.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-09","Sep-2006","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-10","Oct-2006","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-11","Nov-2006","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2006-12","Dec-2006","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-01","Jan-2007","PC","Percentage","0","Units",,,7.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-02","Feb-2007","PC","Percentage","0","Units",,,7.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-03","Mar-2007","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-04","Apr-2007","PC","Percentage","0","Units",,,8.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-05","May-2007","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-06","Jun-2007","PC","Percentage","0","Units",,,7.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-07","Jul-2007","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-08","Aug-2007","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-09","Sep-2007","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-10","Oct-2007","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-11","Nov-2007","PC","Percentage","0","Units",,,7.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2007-12","Dec-2007","PC","Percentage","0","Units",,,7.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-01","Jan-2008","PC","Percentage","0","Units",,,7.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-02","Feb-2008","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-03","Mar-2008","PC","Percentage","0","Units",,,6.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-04","Apr-2008","PC","Percentage","0","Units",,,6.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-05","May-2008","PC","Percentage","0","Units",,,6.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-06","Jun-2008","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-07","Jul-2008","PC","Percentage","0","Units",,,7.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-08","Aug-2008","PC","Percentage","0","Units",,,7.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-09","Sep-2008","PC","Percentage","0","Units",,,7.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-10","Oct-2008","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-11","Nov-2008","PC","Percentage","0","Units",,,6.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2008-12","Dec-2008","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-01","Jan-2009","PC","Percentage","0","Units",,,7.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-02","Feb-2009","PC","Percentage","0","Units",,,7.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-03","Mar-2009","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-04","Apr-2009","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-05","May-2009","PC","Percentage","0","Units",,,7.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-06","Jun-2009","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-07","Jul-2009","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-08","Aug-2009","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-09","Sep-2009","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-10","Oct-2009","PC","Percentage","0","Units",,,7.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-11","Nov-2009","PC","Percentage","0","Units",,,8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2009-12","Dec-2009","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-01","Jan-2010","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-02","Feb-2010","PC","Percentage","0","Units",,,8.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-03","Mar-2010","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-04","Apr-2010","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-05","May-2010","PC","Percentage","0","Units",,,8.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-06","Jun-2010","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-07","Jul-2010","PC","Percentage","0","Units",,,8.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-08","Aug-2010","PC","Percentage","0","Units",,,8.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-09","Sep-2010","PC","Percentage","0","Units",,,8.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-10","Oct-2010","PC","Percentage","0","Units",,,8.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-11","Nov-2010","PC","Percentage","0","Units",,,7.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2010-12","Dec-2010","PC","Percentage","0","Units",,,7.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-01","Jan-2011","PC","Percentage","0","Units",,,7.3,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-02","Feb-2011","PC","Percentage","0","Units",,,7.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-03","Mar-2011","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-04","Apr-2011","PC","Percentage","0","Units",,,6.8,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-05","May-2011","PC","Percentage","0","Units",,,6.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-06","Jun-2011","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-07","Jul-2011","PC","Percentage","0","Units",,,7.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,7.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,7.5,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,7.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,7.1,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,7.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,7.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,7.2,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,7.3,,
